index,orig_sol,orig_sol_len,new_sol,new_sol_len,sol_len_improvement
180,-d0.-d1.r0.-d3.-d3.-f2.-f3.d0.d1.d0.d1.-f2.-f3.r0.r1.d0.d0.f0.-f2.-f3.-f2.-f3.-r0.-r1.-d3.-r0.f0.r2.r3.-d0.f3.r0.r0.-f3.r0.r1.r0.r1.-f0.-d2.-d3.-d2.-d3.-f2.-f3.-f2.-f3.d0.r0.r0.-f2.-f3.-f2.-f3.-r3.-r3.-d0.-r2.-r3.-r2.-r3.-f2.-f3.-f2.-f3.-r3.-r3.-d3.f0.f1.f0.f1.d0.r0.r0.f3.d3.r0.r3.d0.r0.r0.d0.f0.-d3.-d3.d0.f0.f0.d3.-f3.-f3.-d0.f0.f0.d0.r0.r0,98,-d0.-d1.r0.-d3.-d3.-f2.-f3.d0.d1.d0.d1.-f2.-f3.r0.r1.d0.d0.f0.-f2.-f3.-f2.-f3.-r0.-r1.-d3.-r0.f0.r2.r3.-d0.f3.r0.r0.-f3.r0.r1.r0.r1.-f0.-d2.-d3.-d2.-d3.-f2.-f3.-f2.-f3.d0.r0.r0.-f2.-f3.-f2.-f3.-r3.-r3.-d0.-r2.-r3.-r2.-r3.-f2.-f3.-f2.-f3.-r3.-r3.-d3.f0.f1.f0.f1.d0.r0.r0.f3.d3.r0.r3.d0.r0.r0.d0.f0.-d3.-d3.d0.f0.f0.d3.-f3.-f3.-d0.f0.f0.d0.r0.r0,98,0
181,-d3.-d3.d0.-f2.-f3.-d0.-d1.-f3.-f3.-d0.-d1.r0.r0.d0.d0.-f3.-f3.-r3.-r0.-r1.-f2.-f3.-f2.-f3.r0.-d3.d0.d1.d0.d1.r2.r3.f1.f0.f1.-r3.-r3.d3.-f0.-r2.-r3.-r2.-r3.f0.-d2.-d3.-d2.-d3.-r2.-r3.-r2.-r3.-d0.-f2.-f3.-f2.-f3.r0.r0.-d3.-f2.-f3.-f2.-f3.d3.-f3.-f3.d3.f0.f1.f0.f1.r0.-r3.-r3.-f0.f3.r0.-f0.r0.-d0.f0.d0.-r3.d0.d0.r0.r0.-d3.-d3.-r3.-r3.-f3.-f3.-r3.-r3.-d0.-r3.-r3.-d0.-f3.-f3,102,-d3.-d3.d0.-f2.-f3.-d0.-d1.-f3.-f3.-d0.-d1.r0.r0.d0.d0.-f3.-f3.-r3.-r0.-r1.-f2.-f3.-f2.-f3.r0.-d3.d0.d1.d0.d1.r2.r3.f1.f0.f1.-r3.-r3.d3.-f0.-r2.-r3.-r2.-r3.f0.-d2.-d3.-d2.-d3.-r2.-r3.-r2.-r3.-d0.-f2.-f3.-f2.-f3.r0.r0.-d3.-f2.-f3.-f2.-f3.d3.-f3.-f3.d3.f0.f1.f0.f1.r0.-r3.-r3.-f0.f3.r0.-f0.r0.-d0.f0.d0.-r3.d0.d0.r0.r0.-d3.-d3.-r3.-r3.-f3.-f3.-r3.-r3.-d0.-r3.-r3.-d0.-f3.-f3,102,0
182,f2.f3.-r3.d0.d1.-r3.r0.r1.r0.r1.-d0.-d1.-f2.-f2.-f3.r1.f0.f0.-f3.-d0.-r0.-r1.f0.f0.r0.r0.-d3.-r2.-r3.-r2.-r3.-d3.f3.d0.d1.d0.d1.f2.f2.r0.r0.-d3.f2.f2.-d3.-d3.d0.-r2.-r3.-r2.-r3.f0.f1.f0.f1.d0.d0.r0.f0.f0.d0.r3.d3.f0.f0.d0.-f3.-f3.-r0.f3.-d3.-r3.-r3.d0.-f3.-f3.r0.r0.-r3.-r3.d0.r0.r0.-d3.-d3.f0.f0,87,f2.f3.-r3.d0.d1.-r3.r0.r1.r0.r1.-d0.-d1.-f2.-f2.-f3.r1.f0.f0.-f3.-d0.-r0.-r1.f0.f0.r0.r0.-d3.-r2.-r3.-r2.-r3.-d3.f3.d0.d1.d0.d1.f2.f2.r0.r0.-d3.f2.f2.-d3.-d3.d0.-r2.-r3.-r2.-r3.f0.f1.f0.f1.d0.d0.r0.f0.f0.d0.r3.d3.f0.f0.d0.-f3.-f3.-r0.f3.-d3.-r3.-r3.d0.-f3.-f3.r0.r0.-r3.-r3.d0.r0.r0.-d3.-d3.f0.f0,87,0
183,d0.d0.-f2.-f3.-d3.-d3.-r0.-r1.-f3.-f3.d0.d1.-f0.-f1.r0.r1.d0.d1.d0.d1.r3.d1.d0.d1.r0.r1.d0.d1.d0.d1.-r0.-r1.f3.r0.r1.r0.r1.f0.-d2.-d3.-d2.-d3.d0.-f3.d0.d1.d0.d1.-f2.-f3.-f2.-f3.-d0.-f3.-f3.d0.d0.r2.r2.r0.r0.d3.r0.r0.-f2.-f3.-f2.-f3.-d3.-d3.-r3.d0.d0.f0.-r0.r3.f0.f0.-r0.-d0.-f0.r3.-d0.-r3.-r3.-d0.-f3.-f3.-d3.-d3.-d0.-r3.-r3.f0.f0.-d3.-d3,97,d0.d0.-f2.-f3.-d3.-d3.-r0.-r1.-f3.-f3.d0.d1.-f0.-f1.r0.r1.d0.d1.d0.d1.r3.d1.d0.d1.r0.r1.d0.d1.d0.d1.-r0.-r1.f3.r0.r1.r0.r1.f0.-d2.-d3.-d2.-d3.d0.-f3.d0.d1.d0.d1.-f2.-f3.-f2.-f3.-d0.-f3.-f3.d0.d0.r2.r2.r0.r0.d3.r0.r0.-f2.-f3.-f2.-f3.-d3.-d3.-r3.d0.d0.f0.-r0.r3.f0.f0.-r0.-d0.-f0.r3.-d0.-r3.-r3.-d0.-f3.-f3.-d3.-d3.-d0.-r3.-r3.f0.f0.-d3.-d3,97,0
184,f2.f3.-r0.-r1.f0.f0.r0.r0.-f0.-f1.-d0.-d1.d3.-r3.r0.r1.-d3.-d3.-f0.-f2.-f3.-f2.-f3.r0.r1.d0.d1.d0.d1.-r0.-r1.-f0.r0.r0.-d2.-d2.-d3.f0.-r3.-r3.d0.d1.d0.d1.d0.-r3.-r3.-f2.-f3.-f2.-f3.r0.r0.d0.f0.f0.-d3.-d3.f2.f2.r0.r1.r0.r1.-d3.-d3.r3.-d0.-f3.-f3.-d3.-d3.-f3.-r0.-r3.-r3.-f0.-r3.-d0.-r3.-f3.-f3.-d3.f0.f0.r0.r0.d3.f0.f0.-f3.-f3.-d3,93,f2.f3.-r0.-r1.f0.f0.r0.r0.-f0.-f1.-d0.-d1.d3.-r3.r0.r1.-d3.-d3.-f0.-f2.-f3.-f2.-f3.r0.r1.d0.d1.d0.d1.-r0.-r1.-f0.r0.r0.-d2.-d2.-d3.f0.-r3.-r3.-d0.-d1.-d1.-r3.-r3.-f3.f2.f2.-f3.r0.r0.d0.f0.f0.-d3.-d3.f2.f2.r0.r1.r0.r1.-d3.-d3.r3.-d0.-f3.-f3.-d3.-d3.-f3.-r0.-r3.-r3.-f0.-r3.-d0.-r3.-f3.-f3.-d3.f0.f0.r0.r0.d3.f0.f0.-f3.-f3.-d3,91,2
185,-d0.-d1.-f2.-f3.-f2.-f3.r3.f3.d2.d3.-f3.-f3.-f2.-f3.-d0.-r0.-r1.f0.-f3.-f3.r0.r0.-f2.-f3.-f2.-f3.r2.r3.-f3.-f3.d0.-r2.-r3.-r2.-r3.-d3.-d3.d0.d0.-f0.d0.d1.d0.d1.d0.-r2.-r3.-r2.-r3.-d0.-r3.-r3.-f2.-f3.-f2.-f3.-d3.-d3.r0.r0.-f3.-f3.r0.r1.r0.r1.d3.f0.f1.f0.f1.r0.d0.d0.-f0.-d3.-f3.-f3.r0.-f3.-f3.-d0.-f0.r0.r0.-f3.r0.r0.-d3.-d3.r0.r0.d0.r0.r0.d0.d0.-f3.-f3.-r3.-r3.d3,102,-d0.-d1.-f2.-f3.-f2.-f3.r3.f3.d2.d3.-f3.-f3.-f2.-f3.-d0.-r0.-r1.f0.-f3.-f3.r0.r0.-f2.-f3.-f2.-f3.r2.r3.-f3.-f3.d0.-r2.-r3.-r2.-r3.-d3.-d3.d0.d0.-f0.d0.d1.d0.d1.d0.-r2.-r3.-r2.-r3.-d0.-r3.-r3.-f2.-f3.-f2.-f3.-d3.-d3.r0.r0.-f3.-f3.r0.r1.r0.r1.d3.f0.f1.f0.f1.r0.d0.d0.-f0.-d3.-f3.-f3.r0.-f3.-f3.-d0.-f0.r0.r0.-f3.r0.r0.-d3.-d3.r0.r0.d0.r0.r0.d0.d0.-f3.-f3.-r3.-r3.d3,102,0
186,d0.d1.d0.d1.r0.r1.-d0.-f0.-f1.f3.r3.d2.d3.d0.d1.d0.d1.f0.-d3.-r0.-r1.f3.-d0.-f0.f3.-r0.-r1.-f2.-f3.-f2.-f3.-d0.r0.r1.r0.r1.-f0.-d3.-r3.-r3.f3.-d3.-f2.-f3.-f2.-f3.d3.f0.f0.d0.d0.r1.r1.f0.f0.-d3.r0.r1.r0.r1.f0.-r0.f3.-d0.r0.r0.f0.-d3.-d3.f0.f0.-r3.-f0.d0.f0.f0.-d3.r0.r0.d0.r0.r0.f0.f0.d3.r0.r0.-f3.-f3,89,d0.d1.d0.d1.r0.r1.-d0.-f0.-f1.f3.r3.d2.d3.d0.d1.d0.d1.f0.-d3.-r0.-r1.f3.-d0.-f0.f3.-r0.-r1.-f2.-f3.-f2.-f3.-d0.r0.r1.r0.r1.-f0.-d3.-r3.-r3.f3.-d3.-f2.-f3.-f2.-f3.d3.f0.f0.d0.d0.r1.r1.f0.f0.-d3.r0.r1.r0.r1.f0.-r0.f3.-d0.r0.r0.f0.-d3.-d3.f0.f0.-r3.-f0.d0.f0.f0.-d3.r0.r0.d0.r0.r0.f0.f0.d3.r0.r0.-f3.-f3,89,0
187,d0.d0.-f3.-f3.-d0.-d1.r3.f2.f3.-r0.-r1.d0.r0.r1.r0.r1.d0.d1.d0.d1.r0.r1.-d0.-r3.-d3.-d3.-r0.-r1.f0.d0.d0.-f3.d3.d0.d1.d0.d1.-f2.-f2.-f3.r0.r0.f0.f0.d3.-f2.-f3.-f2.-f3.d0.-r2.-r3.-r2.-r3.f0.f0.-d3.f0.f1.f0.f1.r0.r1.r0.r1.-r3.-r3.-d3.r3.f3.d3.f0.-d0.-f3.-f3.r0.-f3.r3.-d3.-d3.-f3.-f3.-d3.-f3.-f3.d3.r0.r0.f0.f0.r0.r0.f0.f0.d0.d0,96,d0.d0.-f3.-f3.-d0.-d1.r3.f2.f3.-r0.-r1.d0.r0.r1.r0.r1.d0.d1.d0.d1.r0.r1.-d0.-r3.-d3.-d3.-r0.-r1.f0.d0.d0.-f3.d3.d0.d1.d0.d1.-f2.-f2.-f3.r0.r0.f0.f0.d3.-f2.-f3.-f2.-f3.d0.-r2.-r3.-r2.-r3.f0.f0.-d3.f0.f1.f0.f1.r0.r1.r0.r1.-r3.-r3.-d3.r3.f3.d3.f0.-d0.-f3.-f3.r0.-f3.r3.-d3.-d3.-f3.-f3.-d3.-f3.-f3.d3.r0.r0.f0.f0.r0.r0.f0.f0.d0.d0,96,0
188,-d0.-d1.-f3.-f2.-f3.-r0.-r1.f2.f3.-d3.-d3.-f0.-f1.d0.d0.d1.d0.d1.-r3.-r3.f3.-d3.-d3.r0.r1.r0.r1.d3.r2.r3.r0.r1.r0.r1.d3.r0.r1.r0.r1.f0.f0.-f3.-d3.-f0.d0.f0.f0.-r2.-r3.-r2.-r3.-f3.-f3.-r2.-r3.-r2.-r3.-d0.f0.f1.f0.f1.-f3.-f3.-d0.-r2.-r3.-r2.-r3.f0.f3.-r0.-d3.r0.d0.d0.-f3.-f3.-r0.d3.f3.-d0.r0.r0.f0.f0.-d3.r0.r0.-d3.r0.r0.-d3.-r3.-r3.d0.d0,97,-d0.-d1.-f3.-f2.-f3.-r0.-r1.f2.f3.-d3.-d3.-f0.-f1.d0.d0.d1.d0.d1.-r3.-r3.f3.-d3.-d3.r0.r1.r0.r1.d3.r2.r3.r0.r1.r0.r1.d3.r0.r1.r0.r1.f0.f0.-f3.-d3.-f0.d0.f0.f0.-r2.-r3.-r2.-r3.-f3.-f3.-r2.-r3.-r2.-r3.-d0.f0.f1.f0.f1.-f3.-f3.-d0.-r2.-r3.-r2.-r3.f0.f3.-r0.-d3.r0.d0.d0.-f3.-f3.-r0.d3.f3.-d0.r0.r0.f0.f0.-d3.r0.r0.-d3.r0.r0.-d3.-r3.-r3.d0.d0,97,0
189,d0.d1.d0.d1.-f0.-d0.r0.r1.r0.r1.f2.f3.d2.d3.f3.r0.r1.f3.d0.d1.d0.d1.-f0.-d3.-r3.-f2.-f3.-f2.-f3.r2.r3.-f0.-r3.-r3.d3.d0.d0.f3.-r2.-r3.-r2.-r3.-f0.-r3.-r3.-d0.-f2.-f3.-f2.-f3.-d0.-r2.-r3.-r2.-r3.d0.f0.f0.-r2.-r3.-r2.-r3.f0.f0.d0.-r2.-r3.-r2.-r3.-f3.-r3.-r3.d0.-r0.-f0.r0.r0.r3.f0.d0.d0.f0.-f3.-r3.-r3.-d3.-d3.-r3.-r3.-d3.-f3.-f3.d0.-r3.-r3.d0.d0.-f3.-f3.r0.r0,101,d0.d1.d0.d1.-f0.-d0.r0.r1.r0.r1.f2.f3.d2.d3.f3.r0.r1.f3.d0.d1.d0.d1.-f0.-d3.-r3.-f2.-f3.-f2.-f3.r2.r3.-f0.-r3.-r3.d3.d0.d0.f3.-r2.-r3.-r2.-r3.-f0.-r3.-r3.-d0.-f2.-f3.-f2.-f3.-d0.-r2.-r3.-r2.-r3.d0.f0.f0.-r2.-r3.-r2.-r3.f0.f0.d0.-r2.-r3.-r2.-r3.-f3.-r3.-r3.d0.-r0.-f0.r0.r0.r3.f0.d0.d0.f0.-f3.-r3.-r3.-d3.-d3.-r3.-r3.-d3.-f3.-f3.d0.-r3.-r3.d0.d0.-f3.-f3.r0.r0,101,0
