index,orig_sol,orig_sol_len,new_sol,new_sol_len,sol_len_improvement
140,-r0.-r2.f0.d1.-r0.d2.f0.d2.-r2.-r2.f2.d2.r1.-f0.r2.-f2.-f2.-r1.f2.-r2.-d2,21,-r0.-r2.f0.d1.-r0.d2.f0.d2.-r2.-r2.f2.d2.r1.-f0.r2.-f2.-f2.-r1.f2.-r2.-d2,21,0
141,-r1.d0.-r2.d2.-f2.-r2.-f1.-r2.-d2.d0.d1.r1.-f1.-r2.f2.d2.d0.-r2.-d0.-r2.-d2.r2.d0.-r2.d2.r2.-d0.-d2.-r0,29,-r1.d0.-r2.d2.-f2.-r2.-f1.-r2.-d2.d0.d1.r1.-f1.-r2.f2.d2.d0.-r2.-d0.-r2.-d2.r2.d0.-r2.d2.r2.-d0.-d2.-r0,29,0
142,r2.f0.r0.-r2.f2.-f0.-d2.f0.-r0.-f2.d0.r1.f2.d2.-f2.-r2.d1.-r1.-f2.-d1,20,r2.f0.r0.-r2.f2.-f0.-d2.f0.-r0.-f2.d0.r1.f2.d2.-f2.-r2.d1.-r1.-f2.-d1,20,0
143,d2.-r2.-d2.r2.f0.-d0.-r1.-f2.-r0.-r0.f2.-d1.d2.-f2.r0.-d0.-d1.r1.f1.-r1.-d2.-r2.d0.d0,24,d2.-r2.-d2.r2.f0.-d0.-r1.-f2.-r0.-r0.f2.-d1.d2.-f2.r0.-d0.-d1.r1.f1.-r1.-d2.-r2.d0.d0,24,0
144,d1.-f0.r2.d2.-r2.-f2.r1.d2.-r2.d1.-f1.r2.r0.r0.-f0.r2.f0.-r0.-f0.-r0.f1.r0.-f1,23,d1.-f0.r2.d2.-r2.-f2.r1.d2.-r2.d1.-f1.r2.r0.r0.-f0.r2.f0.-r0.-f0.-r0.f1.r0.-f1,23,0
145,r2.r1.r1.d2.r2.-d2.-r2.d2.d2.f2.-f0.r0.f2.-r2.-r2.-f2.-r2.-r2.f2.-d1.-f2,21,r2.r1.r1.d2.r2.-d2.-r2.d2.d2.f2.-f0.r0.f2.-r2.-r2.-f2.-r2.-r2.f2.-d1.-f2,21,0
146,d1.-r0.d2.-f2.r1.-d0.f0.-r0.-d1.f2.-d0.-d1.-r0.-d1.r0.-f1.-r0.d2.-f2.-d2.f2.-d2,22,d1.-r0.d2.-f2.r1.-d0.f0.-r0.-d1.f2.-d0.-d1.-r0.-d1.r0.-f1.-r0.d2.-f2.-d2.f2.-d2,22,0
147,-f2.r1.-d0.f0.r2.-d0.-f0.d0.-f2.f1.-f2.-d1.d0.-r0.f1.-r2.f2.-d1.r0.-r1.-d1.r1.-d1.-f2.d1,25,-f2.r1.-d0.f0.r2.-d0.-f0.d0.-f2.f1.-f2.-d1.d0.-r0.f1.-r2.f2.-d1.r0.-r1.-d1.r1.-d1.-f2.d1,25,0
148,f2.r0.-d1.d2.-r2.f2.-r0.f1.r1.-d2.-d1.r0.-r2.f0.-d2.-f1.r0.r0.r1.d1.r2.-f1.-r0,23,f2.r0.-d1.d2.-r2.f2.-r0.f1.r1.-d2.-d1.r0.-r2.f0.-d2.-f1.r0.r0.r1.d1.r2.-f1.-r0,23,0
149,f0.-d2.r0.-d0.-f1.d1.-f0.r0.-d0.d1.f0.r1.-f2.r2.f1.-d1.f0.-r2.f2.r2.-f0.-r2.-f1.-d1,24,f0.-d2.r0.-d0.-f1.d1.-f0.r0.-d0.d1.f0.r1.-f2.r2.f1.-d1.f0.-r2.f2.r2.-f0.-r2.-f1.-d1,24,0
