index,orig_sol,orig_sol_len,new_sol,new_sol_len,sol_len_improvement
100,-f0.-r1.r0.-d2.f0.d0.-d2.r2.-f2.-r0.-f0.d2.r0.d0.r1.d1.-f2.-d1.-f2.-d2.-r1.d2.-f2.d2.f2,25,-f0.-r1.r0.-d2.f0.d0.-d2.r2.-f2.-r0.-f0.d2.r0.d0.r1.d1.-f2.-d1.-f2.-d2.-r1.d2.-f2.d2.f2,25,0
101,-r2.-f0.r1.-f0.-d0.-r0.d1.r2.-f2.r0.d1.f2.d0.-f2.r0.f0.-f2.-r1.f2.r1.-f0.-d0.-d1.f2,24,-r2.-f0.r1.-f0.-d0.-r0.d1.r2.-f2.r0.d1.f2.d0.-f2.r0.f0.-f2.-r1.f2.r1.-f0.-d0.-d1.f2,24,0
102,d2.-r0.-d2.r0.d0.-r2.d2.-f1.-r1.f0.d0.-f1.-f2.d2.r2.f1.-r2.-f1.-f0.-f1.-r2.-d2.-d2.f1.d2.-d0,26,d2.-r0.-d2.r0.d0.-r2.d2.-f1.-r1.f0.d0.-f1.-f2.d2.r2.f1.-r2.-f1.-f0.-f1.-r2.-d2.-d2.f1.d2.-d0,26,0
103,d2.-f0.r0.f0.f0.r1.d0.r2.-d0.f2.d2.-r1.-f2.f0.f0.-d1.-f0.-d0.r2.d0.d0.-r2.d0.-f2,24,d2.-f0.r0.f0.f0.r1.d0.r2.-d0.f2.d2.-r1.-f2.f0.f0.-d1.-f0.-d0.r2.d0.d0.-r2.d0.-f2,24,0
104,-d0.r2.f1.-d2.r2.f0.f0.d0.-f0.r1.-d0.-f1.r1.-r0.f0.-d1.-f0.d2.d2.-d1.f1.d1.-d2,23,-d0.r2.f1.-d2.r2.f0.f0.d0.-f0.r1.-d0.-f1.r1.-r0.f0.-d1.-f0.d2.d2.-d1.f1.d1.-d2,23,0
105,-r2.d0.f0.f2.d2.r0.f2.d2.d2.-f2.d0.-r2.-f2.f0.r1.f0.-r1.-d1.r1.f0.f0.r2.f2,23,-r2.d0.f0.f2.d2.r0.f2.d2.d2.-f2.d0.-r2.-f2.f0.r1.f0.-r1.-d1.r1.f0.f0.r2.f2,23,0
106,r2.f2.d1.r0.d0.r0.-f0.-f0.r0.-r2.-d2.-f0.-f2.-f2.d2.d2.-f0.d1.-f2.r1.f2.r1.-d1.-r1.-r1,25,r2.f2.d1.r0.d0.r0.-f0.-f0.r0.-r2.-d2.-f0.-f2.-f2.d2.d2.-f0.d1.-f2.r1.f2.r1.-d1.-r1.-r1,25,0
107,-d2.f0.d1.d1.r2.d2.-f1.d2.-f1.f0.r0.-d0.-f0.-r0.-r2.-r2.-d1.-f2.d0.f2.-d0.-d2.-f2.-r1.f2.r1,26,-d2.f0.d1.d1.r2.d2.-f1.d2.-f1.f0.r0.-d0.-f0.-r0.-r2.-r2.-d1.-f2.d0.f2.-d0.-d2.-f2.-r1.f2.r1,26,0
108,-r2.f0.-d0.d1.r0.-d0.f0.-r0.d0.-r2.d0.-f0.r2.-f0.-d0.f0.d0.r0.-f0.-d1.-f0.d1.f0.r1.-d2.-d2.-r1.-d2,28,-r2.f0.-d0.d1.r0.-d0.f0.-r0.d0.-r2.d0.-f0.r2.-f0.-d0.f0.d0.r0.-f0.-d1.-f0.d1.f0.r1.-d2.-d2.-r1.-d2,28,0
109,r2.-f2.r2.-r0.f2.d0.-f1.-r0.f1.d0.r1.-f2.-f2.-r2.f0.r2.-f1.-f0.-d2.-f1.-r1.-d1,22,r2.-f2.r2.-r0.f2.d0.-f1.-r0.f1.d0.r1.-f2.-f2.-r2.f0.r2.-f1.-f0.-d2.-f1.-r1.-d1,22,0
