index,orig_sol,orig_sol_len,new_sol,new_sol_len,sol_len_improvement
90,-f2.r0.d2.-r1.-f0.d1.-d2.-f0.-r1.f2.-r0.f0.d1.d2.-r1.-f0.r0.d2.r2.-f0.r1.f0.-d2.f0.-d0,25,-f2.r0.d2.-r1.-f0.d1.-d2.-f0.-r1.f2.-r0.f0.d1.d2.-r1.-f0.r0.d2.r2.-f0.r1.f0.-d2.f0.-d0,25,0
91,d2.-f0.-d2.f0.-f2.-d1.d0.r2.f1.-d2.-r0.f1.d2.-r2.-d0.f1.f1.d0.-d2.r1.r0,21,d2.-f0.-d2.f0.-f2.-d1.d0.r2.f1.-d2.-r0.f1.d2.-r2.-d0.f1.f1.d0.-d2.r1.r0,21,0
92,f0.-d2.-d2.f0.d0.f2.d0.r0.f0.f2.r0.r1.-d0.-f0.-f1.-r0.-f2.-r1.-f2.-f2.r2.-f1.-r2.f1,24,f0.-d2.-d2.f0.d0.f2.d0.r0.f0.f2.r0.r1.-d0.-f0.-f1.-r0.-f2.-r1.-f2.-f2.r2.-f1.-r2.f1,24,0
93,d0.r0.-f1.-d1.-f0.d0.d0.r0.-r1.-f2.-d0.-f0.r0.-f0.-r0.-d0.-d2.-f0.r1.f0.f0.-r1.-f0.-d1,24,d0.r0.-f1.-d1.-f0.d0.d0.r0.-r1.-f2.-d0.-f0.r0.-f0.-r0.-d0.-d2.-f0.r1.f0.f0.-r1.-f0.-d1,24,0
94,r0.-d0.f0.r0.f0.-r0.d1.r2.-d2.-d0.f2.-d2.d0.r2.-d0.-r2.-r1.f1.r1.d0.f1.-d0.-f1,23,r0.-d0.f0.r0.f0.-r0.d1.r2.-d2.-d0.f2.-d2.d0.r2.-d0.-r2.-r1.f1.r1.d0.f1.-d0.-f1,23,0
95,-r1.-f1.-d0.-r2.f0.r1.-r2.-r2.-d0.-r2.-f1.-f2.-d2.r0.-d2.r0.d0.-f1.-d2.r0.-f1.r2.-r1.-d1.r1.-f0.-f0,27,-r1.-f1.-d0.-r2.f0.r1.-r2.-r2.-d0.-r2.-f1.-f2.-d2.r0.-d2.r0.d0.-f1.-d2.r0.-f1.r2.-r1.-d1.r1.-f0.-f0,27,0
96,-f0.r0.-d1.-r1.d2.f1.r2.-d1.f0.d0.-f0.r1.f0.d0.r0.-d1.-f0.-r0.-f0.-r1.-f1.r1.d0,23,-f0.r0.-d1.-r1.d2.f1.r2.-d1.f0.d0.-f0.r1.f0.d0.r0.-d1.-f0.-r0.-f0.-r1.-f1.r1.d0,23,0
97,f0.d2.-f0.r1.d2.r2.-d0.-d0.-f1.f0.-r0.-r1.-f2.-r2.-f2.f1.-d0.-f1.f2.r2.d0.-f2.-r1.-f1.-r0,25,f0.d2.-f0.r1.d2.r2.-d0.-d0.-f1.f0.-r0.-r1.-f2.-r2.-f2.f1.-d0.-f1.f2.r2.d0.-f2.-r1.-f1.-r0,25,0
98,-r1.f1.-r1.-d0.-r0.d0.f0.-d2.r0.-f2.-r0.-d2.-r2.-d2.d0.r1.-d0.r0.f1.r0.-d1.-r0.-f1.-r0,24,-r1.f1.-r1.-d0.-r0.d0.f0.-d2.r0.-f2.-r0.-d2.-r2.-d2.d0.r1.-d0.r0.f1.r0.-d1.-r0.-f1.-r0,24,0
99,-d0.-d0.-r0.f0.r2.-d2.r0.-f2.-r1.d0.d2.-f0.-r0.r1.-f2.r2.-d2.d0.f0.d0.-f0.r2.-f0.-f0.-r2,25,-d0.-d0.-r0.f0.r2.-d2.r0.-f2.-r1.d0.d2.-f0.-r0.r1.-f2.r2.-d2.d0.f0.d0.-f0.r2.-f0.-f0.-r2,25,0
