index,orig_sol,orig_sol_len,new_sol,new_sol_len,sol_len_improvement
40,f0.-r0.d2.-f1.-r0.-f2.d2.f2.f0.-r1.d0.f1.-d2.-f1.-r1.f0.-f1.-r1.f0.-r1.-f0.d0.-f0.d2.-f1.-d2.f0,27,f0.-r0.d2.-f1.-r0.-f2.d2.f2.f0.-r1.d0.f1.-d2.-f1.-r1.f0.-f1.-r1.f0.-r1.-f0.d0.-f0.d2.-f1.-d2.f0,27,0
41,f0.-f1.d0.f0.-r0.d0.-r1.f2.-f0.f2.r1.f0.d2.-r2.-f1.-d0.f1.-d2.-r1.-d1.-r2.d1.d0.r0,24,f0.-f1.d0.f0.-r0.d0.-r1.f2.-f0.f2.r1.f0.d2.-r2.-f1.-d0.f1.-d2.-r1.-d1.-r2.d1.d0.r0,24,0
42,-d2.f1.f2.f1.-d0.-r2.-d0.-r2.f0.-d2.r1.-f2.r2.f1.d2.f2.r1.d0.f1.r2.-d1.r0.d1.f0.f0.-d1,26,-d2.f1.f2.f1.-d0.-r2.-d0.-r2.f0.-d2.r1.-f2.r2.f1.d2.f2.r1.d0.f1.r2.-d1.r0.d1.f0.f0.-d1,26,0
43,-f1.-d2.-r2.d0.r2.-f1.-f2.-d2.-d2.-r0.d0.d0.-f0.r0.-f1.-f1.-r0.r2.-d1.r1.-d2.-f2.d1.f2.f0,25,-f1.-d2.-r2.d0.r2.-f1.-f2.-d2.-d2.-r0.d0.d0.-f0.r0.-f1.-f1.-r0.r2.-d1.r1.-d2.-f2.d1.f2.f0,25,0
44,-r2.d2.-r1.f0.-r1.d2.-f2.-r2.-d2.r0.d2.-f0.-d2.r0.d2.f0.r1.d1.f0.-r1.f2.r1.-f0.r0,24,-r2.d2.-r1.f0.-r1.d2.-f2.-r2.-d2.r0.d2.-f0.-d2.r0.d2.f0.r1.d1.f0.-r1.f2.r1.-f0.r0,24,0
45,-f1.d1.-r0.-d0.r2.d0.-r0.-f0.-r2.-f0.-r2.-d1.-r2.f0.-f2.d1.f2.-r2.d1.f0.-d1.-f0.-r1.-r1,24,-f1.d1.-r0.-d0.r2.d0.-r0.-f0.-r2.-f0.-r2.-d1.-r2.f0.-f2.d1.f2.-r2.d1.f0.-d1.-f0.-r1.-r1,24,0
46,-r0.d0.-r0.-f0.d2.r0.d1.f0.d0.-f0.-r1.d2.-d1.f1.-r2.d0.d1.-r1.-r0.f0.r0.-f0.d2.-f0.-d0,25,-r0.d0.-r0.-f0.d2.r0.d1.f0.d0.-f0.-r1.d2.-d1.f1.-r2.d0.d1.-r1.-r0.f0.r0.-f0.d2.-f0.-d0,25,0
47,-r0.f2.-f0.-r1.-d0.r0.-f2.d1.-f1.-r2.r0.f1.-f0.-d0.-r0.d2.-r0.-d2,18,-r0.f2.-f0.-r1.-d0.r0.-f2.d1.-f1.-r2.r0.f1.-f0.-d0.-r0.d2.-r0.-d2,18,0
48,d0.r2.-d1.r1.f0.-d0.-r0.-f1.f2.d0.-r0.d2.r0.d2.f2.f2.-d1.-f2.d1.-f0.-f0.d1.f0.-d1,24,d0.r2.-d1.r1.f0.-d0.-r0.-f1.f2.d0.-r0.d2.r0.d2.f2.f2.-d1.-f2.d1.-f0.-f0.d1.f0.-d1,24,0
49,-d0.-f2.d2.f0.-r0.-f1.-d1.f2.-d0.f0.r2.f2.d2.-r0.d2.r0.-r2.-r2.-f2.-r2.-f2.-f0.-d0.-f2,24,-d0.-f2.d2.f0.-r0.-f1.-d1.f2.-d0.f0.r2.f2.d2.-r0.d2.r0.-r2.-r2.-f2.-r2.-f2.-f0.-d0.-f2,24,0
