index,orig_sol,orig_sol_len,new_sol,new_sol_len,sol_len_improvement
170,d0.d1.r3.-f0.-f1.-r3.r0.-d0.-d1.-r0.-r1.-d0.-r0.-r1.d0.d0.f0.-r3.-f2.-f3.-f2.-f3.r2.r3.-f3.-f3.d0.-f3.-d2.-d2.-d3.-r3.-r3.r0.r1.r0.r1.-f2.-f2.-f3.-r2.-r3.-r2.-r3.-f3.-f3.-d0.-r3.-r3.d0.d0.-f2.-f3.-f2.-f3.d0.r0.r0.-f2.-f3.-f2.-f3.-r3.d0.d0.f3.-d3.-d3.r3.-f0.-d3.d0.-r0.d0.f0.d3.r0.r0.-f3.-f3.d0.r0.r0.-d0.r0.r0.-f3.-f3.r0.r0,90,d0.d1.r3.-f0.-f1.-r3.r0.-d0.-d1.-r0.-r1.-d0.-r0.-r1.d0.d0.f0.-r3.-f2.-f3.-f2.-f3.r2.r3.-f3.-f3.d0.-f3.-d2.-d2.-d3.-r3.-r3.r0.r1.r0.r1.-f2.-f2.-f3.-r2.-r3.-r2.-r3.-f3.-f3.-d0.-r3.-r3.d0.d0.-f2.-f3.-f2.-f3.d0.r0.r0.-f2.-f3.-f2.-f3.-r3.d0.d0.f3.-d3.-d3.r3.-f0.-d3.d0.-r0.d0.f0.d3.r0.r0.-f3.-f3.d0.r0.r0.-d0.r0.r0.-f3.-f3.r0.r0,90,0
171,-d0.-d0.-d1.r0.r1.-d2.-d3.-r0.f2.f3.d3.-r3.-r0.-r1.f2.f2.f3.-r3.-f2.-f3.-f2.-f3.-d3.-d3.r2.r3.f0.f0.-f3.-f3.d3.f0.f1.f0.f1.d0.f0.f3.-d0.-r2.-r3.-r2.-r3.f0.f0.d0.d0.f0.f1.f0.f1.d0.-r2.-r3.-r2.-r3.-d0.f3.-r3.f3.r0.-d3.d0.-r3.-r3.f0.f0.-r3.-d3.-f3.-f3.r0.r0.d3.f0.f0.d0.d0.r0.r0.-d3.-f3.-f3.d0.d0,85,-d0.-d0.-d1.r0.r1.-d2.-d3.-r0.f2.f3.d3.-r3.-r0.-r1.f2.f2.f3.-r3.-f2.-f3.-f2.-f3.-d3.-d3.r2.r3.f0.f0.-f3.-f3.d3.f0.f1.f0.f1.d0.f0.f3.-d0.-r2.-r3.-r2.-r3.f0.f0.d0.d0.f0.f1.f0.f1.d0.-r2.-r3.-r2.-r3.-d0.f3.-r3.f3.r0.-d3.d0.-r3.-r3.f0.f0.-r3.-d3.-f3.-f3.r0.r0.d3.f0.f0.d0.d0.r0.r0.-d3.-f3.-f3.d0.d0,85,0
172,f2.f3.-r0.-r1.-d0.-f2.-f3.-d3.f0.f1.d2.d3.-f3.r0.r1.-d3.-d3.r0.r0.d0.d1.d0.d1.f2.f2.d0.-r0.r1.d3.d0.f3.-d2.-d3.-d2.-d3.-r2.-r3.-r2.-r3.f2.f2.d0.-r3.-r3.r0.r1.r0.r1.d0.-r3.-r3.f0.f1.f0.f1.-d3.d0.d0.f0.-d0.r3.-f3.-d3.d0.d0.f0.f0.r3.f0.-d3.d0.d0.f0.f0.-d3.f0.f0.-f3.-f3.-r3.-r3.d3.-r3.-r3.f0.f0,86,f2.f3.-r0.-r1.-d0.-f2.-f3.-d3.f0.f1.d2.d3.-f3.r0.r1.-d3.-d3.r0.r0.d0.d1.d0.d1.f2.f2.d0.-r0.r1.d3.d0.f3.-d2.-d3.-d2.-d3.-r2.-r3.-r2.-r3.f2.f2.d0.-r3.-r3.r0.r1.r0.r1.d0.-r3.-r3.f0.f1.f0.f1.-d3.d0.d0.f0.-d0.r3.-f3.-d3.d0.d0.f0.f0.r3.f0.-d3.d0.d0.f0.f0.-d3.f0.f0.-f3.-f3.-r3.-r3.d3.-r3.-r3.f0.f0,86,0
173,-f2.-f3.r3.-d0.-d1.-r0.d3.-f0.-f1.-d3.f0.-r2.-r3.-d0.f0.-f3.-r0.-r3.-r3.d0.f0.f1.f0.f1.-d3.-d0.f3.d0.d1.d1.f2.f2.r0.r0.-f2.-f3.-f2.-f3.d0.-r2.-r3.-r2.-r3.-d3.-f2.-f3.-f2.-f3.d3.r0.r1.r0.r1.r0.f3.-d0.f0.r3.d0.d0.f3.r0.r3.f0.f0.-r3.-f3.-f3.-d3.-d3.f0.f0.d3.-f3.-f3.-r3.-r3.-d0.-f3.-f3.d0.d0,82,-f2.-f3.r3.-d0.-d1.-r0.d3.-f0.-f1.-d3.f0.-r2.-r3.-d0.f0.-f3.-r0.-r3.-r3.d0.f0.f1.f0.f1.-d3.-d0.f3.d0.d1.d1.f2.f2.r0.r0.-f2.-f3.-f2.-f3.d0.-r2.-r3.-r2.-r3.-d3.-f2.-f3.-f2.-f3.d3.r0.r1.r0.r1.r0.f3.-d0.f0.r3.d0.d0.f3.r0.r3.f0.f0.-r3.-f3.-f3.-d3.-d3.f0.f0.d3.-f3.-f3.-r3.-r3.-d0.-f3.-f3.d0.d0,82,0
174,-d0.d1.-f2.-f3.-f2.-f3.-d3.-d3.d0.d1.f2.f3.d0.d1.d0.d1.f3.-r3.-r3.-r0.-r1.-f3.d3.d0.d1.d0.d1.f3.r2.-r3.-f3.-r3.-r3.-d0.-f3.-r2.-r3.-r2.-r3.-f0.-r2.-r3.-r2.-r3.d0.-f3.-f3.d0.-f2.-f3.-f2.-f3.r2.r2.d3.-f2.-f3.-f2.r0.r0.d0.-f0.r0.r0.-f3.-f3.d3.-r3.-d0.-r0.f0.f0.-d3.-r3.-r3.-d0.r0.r0.-r3.-r3.-f3.-f3.d0.r0.r0,85,-d0.d1.-f2.-f3.-f2.-f3.-d3.-d3.d0.d1.f2.f3.d0.d1.d0.d1.f3.-r3.-r3.-r0.-r1.-f3.d3.d0.d1.d0.d1.f3.r2.-r3.-f3.-r3.-r3.-d0.-f3.-r2.-r3.-r2.-r3.-f0.-r2.-r3.-r2.-r3.d0.-f3.-f3.d0.-f2.-f3.-f2.-f3.r2.r2.d3.-f2.-f3.-f2.r0.r0.d0.-f0.r0.r0.-f3.-f3.d3.-r3.-d0.-r0.f0.f0.-d3.-r3.-r3.-d0.r0.r0.-r3.-r3.-f3.-f3.d0.r0.r0,85,0
175,-d0.r0.r1.-d0.-d1.r0.r0.r1.r0.r1.f2.f3.d0.d1.d0.d1.-r0.-r1.f0.f3.d0.r2.r3.-d3.-r0.f0.-d3.r0.r1.r0.r1.-f0.d2.d2.f3.f0.f0.-r2.-r3.-r2.-r3.-d0.-r3.-r3.-d0.-f3.-f3.d0.-f2.-f3.-f2.-f3.-d3.-f2.-f3.-f2.-f3.r0.r1.r0.r1.-d3.r0.f0.f0.d0.d0.-f3.-r0.-d3.-f0.-r0.d0.d0.-r0.-d0.-r3.-r3.-d3.r0.r0.-d3.-d3.f0.f0.r0.r0.-f3.-f3.-d0,90,-d0.r0.r1.-d0.-d1.r0.r0.r1.r0.r1.f2.f3.d0.d1.d0.d1.-r0.-r1.f0.f3.d0.r2.r3.-d3.-r0.f0.-d3.r0.r1.r0.r1.-f0.d2.d2.f3.f0.f0.-r2.-r3.-r2.-r3.-d0.-r3.-r3.-d0.-f3.-f3.d0.-f2.-f3.-f2.-f3.-d3.-f2.-f3.-f2.-f3.r0.r1.r0.r1.-d3.r0.f0.f0.d0.d0.-f3.-r0.-d3.-f0.-r0.d0.d0.-r0.-d0.-r3.-r3.-d3.r0.r0.-d3.-d3.f0.f0.r0.r0.-f3.-f3.-d0,90,0
176,-d0.-d1.-f3.-f3.-r0.-r1.d0.d1.r0.r1.d2.d3.r0.r1.f3.-r0.-r1.-d3.-f0.r3.-f3.-f3.r2.r3.f0.f1.f0.f1.-d2.-d3.-d2.-d3.-r3.-r3.f0.r0.r1.r0.r1.-f0.-d2.-d3.-d2.-d3.-f3.-f3.r0.r0.f0.f1.f0.f1.-d3.r0.r0.-d0.-r2.-r3.-r2.-r3.-d3.-f3.-f3.d0.r0.r1.r0.r1.r0.f0.d0.d0.f0.f0.-f3.d0.r0.d3.-f3.-f3.-r0.-f3.-f3.-d3.-d3.f0.f0.r0.r0.-d3.-d3.-r3.-r3.d0.d0.f0.f0,97,-d0.-d1.-f3.-f3.-r0.-r1.d0.d1.r0.r1.d2.d3.r0.r1.f3.-r0.-r1.-d3.-f0.r3.-f3.-f3.r2.r3.f0.f1.f0.f1.-d2.-d3.-d2.-d3.-r3.-r3.f0.r0.r1.r0.r1.-f0.-d2.-d3.-d2.-d3.-f3.-f3.r0.r0.f0.f1.f0.f1.-d3.r0.r0.-d0.-r2.-r3.-r2.-r3.-d3.-f3.-f3.d0.r0.r1.r0.r1.r0.f0.d0.d0.f0.f0.-f3.d0.r0.d3.-f3.-f3.-r0.-f3.-f3.-d3.-d3.f0.f0.r0.r0.-d3.-d3.-r3.-r3.d0.d0.f0.f0,97,0
177,-r0.-r1.f0.f0.r3.-d0.-d1.-f2.-f3.-d3.-d3.f2.f3.f3.d3.r0.r1.-f2.-f3.-f2.-f3.r0.r1.d0.d0.-r3.d3.r2.-r3.r0.r0.-d2.-d3.-d2.-d3.f3.-d3.-r2.-r3.-r2.-r3.f0.f0.-f2.-f2.-f3.-r2.-r3.-r2.-r3.-f3.-f3.-d3.-d3.-f2.-f3.-f2.-f3.r0.r0.-d0.-r2.-r3.-r2.-r3.-d3.f3.d3.-r3.-r3.-d3.-d3.f0.d3.f0.f0.-d3.f3.-r0.f0.f0.-d3.-d3.r0.r0.f0.f0.-d3.-d3.r0.r0.f0.f0.r0.r0.-f3.-f3,97,-r0.-r1.f0.f0.r3.-d0.-d1.-f2.-f3.-d3.-d3.f2.f3.f3.d3.r0.r1.-f2.-f3.-f2.-f3.r0.r1.d0.d0.-r3.d3.r2.-r3.r0.r0.-d2.-d3.-d2.-d3.f3.-d3.-r2.-r3.-r2.-r3.f0.f0.-f2.-f2.-f3.-r2.-r3.-r2.-r3.-f3.-f3.-d3.-d3.-f2.-f3.-f2.-f3.r0.r0.-d0.-r2.-r3.-r2.-r3.-d3.f3.d3.-r3.-r3.-d3.-d3.f0.d3.f0.f0.-d3.f3.-r0.f0.f0.-d3.-d3.r0.r0.f0.f0.-d3.-d3.r0.r0.f0.f0.r0.r0.-f3.-f3,97,0
178,d0.d1.d0.d1.f2.f3.d0.d1.-r3.-r3.d2.d3.-f2.r0.r0.r1.r0.r1.-f3.-f3.-d3.d0.d1.d0.d1.r2.r3.f3.r1.r1.-d0.-f0.-r2.-r3.-r2.-r3.f3.-r3.-r3.-d2.-d3.-d2.-d3.f2.f2.-d0.-f2.-f3.-f2.-f3.r0.r0.d0.-r2.-r3.-r2.-r3.-d3.-d3.-f3.-f3.-r2.-r3.-r2.-r3.f3.-r0.-r3.-r3.d0.d0.f3.-d3.-f3.-f3.-d3.-d3.r0.-r3.-r3.-f3.-d3.-d3.r0.r0.-d3.r0.r0.f0.f0.d0.-f3.-f3.d0.f0.f0.-r3.-r3,98,d0.d1.d0.d1.f2.f3.d0.d1.-r3.-r3.d2.d3.-f2.r0.r0.r1.r0.r1.-f3.-f3.-d3.d0.d1.d0.d1.r2.r3.f3.r1.r1.-d0.-f0.-r2.-r3.-r2.-r3.f3.-r3.-r3.-d2.-d3.-d2.-d3.f2.f2.-d0.-f2.-f3.-f2.-f3.r0.r0.d0.-r2.-r3.-r2.-r3.-d3.-d3.-f3.-f3.-r2.-r3.-r2.-r3.f3.-r0.-r3.-r3.d0.d0.f3.-d3.-f3.-f3.-d3.-d3.r0.-r3.-r3.-f3.-d3.-d3.r0.r0.-d3.r0.r0.f0.f0.d0.-f3.-f3.d0.f0.f0.-r3.-r3,98,0
179,r0.r1.r0.r1.d0.d0.f3.-r3.-d2.-d3.f2.f3.-r0.-r1.-d3.-d3.-r3.-r0.-r1.-f3.d0.d1.d0.d1.-f2.-f2.-f3.r2.r3.-d0.r0.r1.r0.r1.-f3.-d3.-d3.r0.r1.r0.r1.-f3.-r2.-r3.-r2.-r3.f2.f2.f3.d3.-r3.-r3.-d3.f0.f0.-f2.-f3.-f2.-f3.-d3.-f2.-f3.-f2.-f3.-d3.r0.r1.r0.r1.r0.r0.-f0.-f3.-d3.r0.-f3.r3.-d3.-f0.-d0.f0.r0.r0.-d3.-f3.-f3.-d3.-f3.-f3.d3.-r3.-r3.f0.f0.-f3.-f3,96,r0.r1.r0.r1.d0.d0.f3.-r3.-d2.-d3.f2.f3.-r0.-r1.-d3.-d3.-r3.-r0.-r1.-f3.d0.d1.d0.d1.-f2.-f2.-f3.r2.r3.-d0.r0.r1.r0.r1.-f3.-d3.-d3.r0.r1.r0.r1.-f3.-r2.-r3.-r2.-r3.f2.f2.f3.d3.-r3.-r3.-d3.f0.f0.-f2.-f3.-f2.-f3.-d3.-f2.-f3.-f2.-f3.-d3.r0.r1.r0.r1.r0.r0.-f0.-f3.-d3.r0.-f3.r3.-d3.-f0.-d0.f0.r0.r0.-d3.-f3.-f3.-d3.-f3.-f3.d3.-r3.-r3.f0.f0.-f3.-f3,96,0
