index,orig_sol,orig_sol_len,new_sol,new_sol_len,sol_len_improvement
160,d0.d1.d0.d1.-f2.-f3.d1.d0.d1.-f0.-f1.r3.d2.d3.-f3.-r0.-f2.-f3.-f2.-f3.d0.-r0.-r1.-f2.-f3.-f2.-f3.-r3.d0.d0.r2.-r3.-d3.r0.r1.r0.r1.-f0.d3.d0.d0.-f3.d0.d1.d0.d1.d0.-f2.-f3.-f2.-f3.-d3.-f2.-f3.-f2.-f3.-r3.-r3.r0.r0.d0.-r3.-r3.-d3.-d3.f0.f1.f0.f1.-r0.d3.-f0.d3.-f0.-d0.-f3.-d0.r0.-r3.-r3.-f0.r0.r0.-d3.-f3.-f3.-d3.-d3.-d0.r0.r0.-d0.r0.r0.f0.f0.r0.r0,98,d0.d1.d0.d1.-f2.-f3.d1.d0.d1.-f0.-f1.r3.d2.d3.-f3.-r0.-f2.-f3.-f2.-f3.d0.-r0.-r1.-f2.-f3.-f2.-f3.-r3.d0.d0.r2.-r3.-d3.r0.r1.r0.r1.-f0.d3.d0.d0.-f3.d0.d1.d0.d1.d0.-f2.-f3.-f2.-f3.-d3.-f2.-f3.-f2.-f3.-r3.-r3.r0.r0.d0.-r3.-r3.-d3.-d3.f0.f1.f0.f1.-r0.d3.-f0.d3.-f0.-d0.-f3.-d0.r0.-r3.-r3.-f0.r0.r0.-d3.-f3.-f3.-d3.-d3.-d0.r0.r0.-d0.r0.r0.f0.f0.r0.r0,98,0
161,d0.-f2.-f3.-r0.-r0.-r1.-f0.-f1.d2.f3.-r0.-r1.d0.d1.d0.d1.f3.-d3.d0.d0.r2.r3.-d0.-f0.-d3.-r2.-r3.-r2.-r3.r0.r0.-f0.d0.-r2.-r3.-r2.-r3.-d3.-f3.-f3.r0.r0.-d3.-d3.-f3.-f3.d3.r0.r1.r0.r1.-d3.-f2.-f3.-f2.-f3.f0.-r0.-f3.r3.-f0.-d3.-d3.f0.f0.f3.-r3.-r3.d0.-r3.d3.r0.r0.-d3.-r3.-r3.-f3.-f3.-d0.r0.r0.-f3.-f3.-d3.-f3.-f3,86,d0.-f2.-f3.-r0.-r0.-r1.-f0.-f1.d2.f3.-r0.-r1.d0.d1.d0.d1.f3.-d3.d0.d0.r2.r3.-d0.-f0.-d3.-r2.-r3.-r2.-r3.r0.r0.-f0.d0.-r2.-r3.-r2.-r3.-d3.-f3.-f3.r0.r0.-d3.-d3.-f3.-f3.d3.r0.r1.r0.r1.-d3.-f2.-f3.-f2.-f3.f0.-r0.-f3.r3.-f0.-d3.-d3.f0.f0.f3.-r3.-r3.d0.-r3.d3.r0.r0.-d3.-r3.-r3.-f3.-f3.-d0.r0.r0.-f3.-f3.-d3.-f3.-f3,86,0
162,-d0.-d1.r0.r1.r0.r1.f0.-r0.-d3.-d3.r0.r1.d2.d3.d0.-r0.-r1.d0.d0.-r0.-r1.d0.d1.d0.d1.-r3.-r3.-f0.-r1.-r2.-r3.-r2.-r3.r0.-f0.-d3.-d3.d0.-f3.d0.d1.d0.d1.f2.f2.-r3.-r3.-d0.-r2.-r3.-r2.-r3.r0.r0.-d0.r0.r1.r0.r1.-d3.r0.r0.f0.f1.f0.f1.-r3.-d3.-d3.-f3.-r0.f0.f0.-f3.-r3.-r3.-f3.-f3.r0.f0.r0.r0.d3.f0.f0.-d3.r0.r0.-d0.-f3.-f3.-d3.-d3.f0.f0.-f3.-f3,97,-d0.-d1.r0.r1.r0.r1.f0.-r0.-d3.-d3.r0.r1.d2.d3.d0.-r0.-r1.d0.d0.-r0.-r1.d0.d1.d0.d1.-r3.-r3.-f0.-r1.-r2.-r3.-r2.-r3.r0.-f0.-d3.-d3.d0.-f3.d0.d1.d0.d1.f2.f2.-r3.-r3.-d0.-r2.-r3.-r2.-r3.r0.r0.-d0.r0.r1.r0.r1.-d3.r0.r0.f0.f1.f0.f1.-r3.-d3.-d3.-f3.-r0.f0.f0.-f3.-r3.-r3.-f3.-f3.r0.f0.r0.r0.d3.f0.f0.-d3.r0.r0.-d0.-f3.-f3.-d3.-d3.f0.f0.-f3.-f3,97,0
163,d0.d0.-f2.-f3.d0.f0.f2.f3.d2.d3.-f3.-f3.r0.d0.d1.d0.d1.-r0.-r1.-d3.-d3.d0.d1.d0.d1.f3.-d0.r2.r3.f3.d0.d0.r0.r1.r0.r1.-f2.-f3.-f2.-f3.d0.-f3.d0.d1.d1.-r2.-r3.-r2.-r3.-f3.-f3.d0.-r3.-r3.d3.-f2.-f3.-f2.-f3.-d3.-r2.-r3.-r2.-r3.-f2.-f3.-f2.-f3.-r0.-d3.r3.-f3.-f3.-d3.-d3.r0.-f3.-f3.-d0.r3.d3.f3.d0.r0.r0.-r3.-r3.d3.r0.r0.d0.d0.-f3.-f3.r0.r0.-d3.-d3,98,d0.d0.-f2.-f3.d0.f0.f2.f3.d2.d3.-f3.-f3.r0.d0.d1.d0.d1.-r0.-r1.-d3.-d3.d0.d1.d0.d1.f3.-d0.r2.r3.f3.d0.d0.r0.r1.r0.r1.-f2.-f3.-f2.-f3.d0.-f3.d0.d1.d1.-r2.-r3.-r2.-r3.-f3.-f3.d0.-r3.-r3.d3.-f2.-f3.-f2.-f3.-d3.-r2.-r3.-r2.-r3.-f2.-f3.-f2.-f3.-r0.-d3.r3.-f3.-f3.-d3.-d3.r0.-f3.-f3.-d0.r3.d3.f3.d0.r0.r0.-r3.-r3.d3.r0.r0.d0.d0.-f3.-f3.r0.r0.-d3.-d3,98,0
164,-d0.-d1.-f2.-f3.-f2.-f3.r3.-r0.r1.d2.d3.f3.r0.r1.-d3.-f3.-r0.-r1.-f2.-f3.-f2.-f3.-r3.d1.d1.r0.r1.d3.r0.r0.-f2.-f3.-f2.-f3.d0.f0.f3.-d2.-d3.-d2.-d3.-d0.r0.r0.-d3.-d3.f0.f1.f0.f1.-d0.f0.f0.d3.-r2.-r3.-r2.-r3.f0.f0.-d0.-r2.-r3.-r2.-r3.-d3.-r3.-r3.-f3.r3.d0.d0.r0.f0.-f3.r0.-r3.-r3.f0.-d3.r0.r0.f0.f0.-d3.f0.f0.-d3.d0.d0.r0.r0.-f3.-f3.-r3.-r3,96,-d0.-d1.-f2.-f3.-f2.-f3.r3.-r0.r1.d2.d3.f3.r0.r1.-d3.-f3.-r0.-r1.-f2.-f3.-f2.-f3.-r3.d1.d1.r0.r1.d3.r0.r0.-f2.-f3.-f2.-f3.d0.f0.f3.-d2.-d3.-d2.-d3.-d0.r0.r0.-d3.-d3.f0.f1.f0.f1.-d0.f0.f0.d3.-r2.-r3.-r2.-r3.f0.f0.-d0.-r2.-r3.-r2.-r3.-d3.-r3.-r3.-f3.r3.d0.d0.r0.f0.-f3.r0.-r3.-r3.f0.-d3.r0.r0.f0.f0.-d3.f0.f0.-d3.d0.d0.r0.r0.-f3.-f3.-r3.-r3,96,0
165,-d0.-d1.-r3.-r3.d0.d1.d0.d1.-r0.-r1.f0.f0.-d0.-d1.f3.-r3.-f2.-f3.-f2.-f3.-r0.-r1.-d3.r3.d0.d1.d0.d1.r2.r3.d3.f3.d0.d0.f0.-r3.-r3.d3.-r2.-r3.-r2.-r3.-f3.r0.r0.d0.d0.-f2.-f3.-f2.-f3.-d0.-r2.-r3.-r2.-r3.f0.f0.-f2.-f3.-f2.-f3.-d0.-f2.-f3.-f2.-f3.r0.r0.-d3.-d3.f0.f0.r0.r0.-d3.-d3.r0.r0.-f3.d0.-r3.-f3.r3.f0.f0.r0.r0.-r3.-r3.-d0.f0.f0.-d3.f0.f0.d0.d0.f0.f0.-f3.-f3,102,-d0.-d1.-r3.-r3.d0.d1.d0.d1.-r0.-r1.f0.f0.-d0.-d1.f3.-r3.-f2.-f3.-f2.-f3.-r0.-r1.-d3.r3.d0.d1.d0.d1.r2.r3.d3.f3.d0.d0.f0.-r3.-r3.d3.-r2.-r3.-r2.-r3.-f3.r0.r0.d0.d0.-f2.-f3.-f2.-f3.-d0.-r2.-r3.-r2.-r3.f0.f0.-f2.-f3.-f2.-f3.-d0.-f2.-f3.-f2.-f3.r0.r0.-d3.-d3.f0.f0.r0.r0.-d3.-d3.r0.r0.-f3.d0.-r3.-f3.r3.f0.f0.r0.r0.-r3.-r3.-d0.f0.f0.-d3.f0.f0.d0.d0.f0.f0.-f3.-f3,102,0
166,d0.d1.-r0.-r1.-d0.f0.f0.-d0.-d1.-f0.-f1.-f3.-d3.d1.d0.d1.f0.r0.r0.-f2.-f3.-f2.-f3.-r0.-r1.d0.d1.d0.d1.-r0.-r1.-d0.-r2.-r3.-r2.-r3.-d2.-d3.-d2.-d3.d0.d0.-f0.-r3.-r3.-d2.-d3.-d2.-d3.d0.-r2.-r3.-r2.-r3.-d0.-r3.-r3.f0.f0.-f2.-f3.-f2.-f3.-r3.-r3.-f2.-f3.-f2.-f3.d0.r0.r1.r0.r1.-f0.r0.r0.-d3.-d3.r0.r0.-d0.-f3.-f3.-r0.-f3.-d3.-d3.f0.-r3.-r3.-f3.-f3.d0.-r3.-r3.d0.d0.r0.r0.d3.-f3.-f3.-d3.-d3,105,d0.d1.-r0.-r1.-d0.f0.f0.-d0.-d1.-f0.-f1.-f3.-d3.d1.d0.d1.f0.r0.r0.-f2.-f3.-f2.-f3.-r0.-r1.d0.d1.d0.d1.-r0.-r1.-d0.-r2.-r3.-r2.-r3.-d2.-d3.-d2.-d3.d0.d0.-f0.-r3.-r3.-d2.-d3.-d2.-d3.d0.-r2.-r3.-r2.-r3.-d0.-r3.-r3.f0.f0.-f2.-f3.-f2.-f3.-r3.-r3.-f2.-f3.-f2.-f3.d0.r0.r1.r0.r1.-f0.r0.r0.-d3.-d3.r0.r0.-d0.-f3.-f3.-r0.-f3.-d3.-d3.f0.-r3.-r3.-f3.-f3.d0.-r3.-r3.d0.d0.r0.r0.d3.-f3.-f3.-d3.-d3,105,0
167,-f2.-f3.d0.d1.-r0.-r1.d3.r0.r0.-f0.-f1.d0.d1.d0.d1.-r0.-r1.f0.-f2.-f3.-f2.-f3.-d3.-r3.f3.d0.d0.r3.-r0.-r1.d0.d0.r0.r0.d3.f3.-r2.-r3.-r2.-r3.-f3.-d2.-d3.-d2.-d3.-r2.-r3.-r2.-r3.f0.f0.d0.-f2.-f3.-f2.-f3.-r3.-r3.-f2.-f3.-f2.-f3.d3.-f2.-f3.-f2.-f3.d0.f0.f1.f0.f1.f0.d0.d0.r3.d3.-f3.-d3.-d3.-f0.-r3.-r3.d0.d0.r0.-r3.-r3.-d3.d0.r0.r0.-d3.r0.r0.-f3.-f3.d0.d0.r0.r0,101,-f2.-f3.d0.d1.-r0.-r1.d3.r0.r0.-f0.-f1.d0.d1.d0.d1.-r0.-r1.f0.-f2.-f3.-f2.-f3.-d3.-r3.f3.d0.d0.r3.-r0.-r1.d0.d0.r0.r0.d3.f3.-r2.-r3.-r2.-r3.-f3.-d2.-d3.-d2.-d3.-r2.-r3.-r2.-r3.f0.f0.d0.-f2.-f3.-f2.-f3.-r3.-r3.-f2.-f3.-f2.-f3.d3.-f2.-f3.-f2.-f3.d0.f0.f1.f0.f1.f0.d0.d0.r3.d3.-f3.-d3.-d3.-f0.-r3.-r3.d0.d0.r0.-r3.-r3.-d3.d0.r0.r0.-d3.r0.r0.-f3.-f3.d0.d0.r0.r0,101,0
168,d0.d1.-r0.-r1.-d3.-d3.-d0.f0.f1.d2.d3.d0.-f0.r0.r1.r0.r1.f0.d0.d1.d0.d1.-r0.-f2.-f3.-f2.-f3.r2.r3.f0.f0.d0.-f3.r0.r1.r0.r1.f2.f2.f3.d0.d1.d1.-f2.-f3.-f2.-f3.-d0.-r3.-r3.-d0.-f2.-f3.-f2.-f3.-r3.-r3.f2.f2.d0.f0.f1.f0.f1.-r0.-d3.-f0.r0.r0.-d3.-d3.d0.d0.f0.d0.f3.-r3.-r3.f3.d0.f0.f0.r0.r0.-d3.-d3.f0.f0.-d0.-f3.-f3.d0.f0.f0,94,d0.d1.-r0.-r1.-d3.-d3.-d0.f0.f1.d2.d3.d0.-f0.r0.r1.r0.r1.f0.d0.d1.d0.d1.-r0.-f2.-f3.-f2.-f3.r2.r3.f0.f0.d0.-f3.r0.r1.r0.r1.f2.f2.f3.d0.d1.d1.-f2.-f3.-f2.-f3.-d0.-r3.-r3.-d0.-f2.-f3.-f2.-f3.-r3.-r3.f2.f2.d0.f0.f1.f0.f1.-r0.-d3.-f0.r0.r0.-d3.-d3.d0.d0.f0.d0.f3.-r3.-r3.f3.d0.f0.f0.r0.r0.-d3.-d3.f0.f0.-d0.-f3.-f3.d0.f0.f0,94,0
169,-d0.-f3.r3.r0.r1.-d0.-d1.r0.d0.d1.d0.d1.r3.-d3.d0.d0.-f3.-r0.-r1.-d3.-r2.-r3.-r2.-r3.d0.d0.f0.-d2.-d3.-d2.-d3.d0.d0.-f3.-f3.r0.r1.r0.r1.-d0.r0.r0.-d0.f0.f0.-d3.f0.f1.f0.f1.-f3.-d3.r0.r0.d3.-f0.d0.d0.r0.-d3.f3.-r3.-d3.-r3.-r3.-d3.r0.r0.f0.f0.d0.d0.f0.f0.-r3.-r3,76,-d0.-f3.r3.r0.r1.-d0.-d1.r0.d0.d1.d0.d1.r3.-d3.d0.d0.-f3.-r0.-r1.-d3.-r2.-r3.-r2.-r3.d0.d0.f0.-d2.-d3.-d2.-d3.d0.d0.-f3.-f3.r0.r1.r0.r1.-d0.r0.r0.-d0.f0.f0.-d3.f0.f1.f0.f1.-f3.-d3.r0.r0.d3.-f0.d0.d0.r0.-d3.f3.-r3.-d3.-r3.-r3.-d3.r0.r0.f0.f0.d0.d0.f0.f0.-r3.-r3,76,0
